STATE,POSTCODE,SUBURB,ELECTORATE,NAME,EMAIL,,,,,,,,,,,,,,
WA,6432,BOULDER,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6312,BOUNDAIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6333,BOW BRIDGE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6225,BOWELLING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6338,BOXWOOD HILL,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6450,BOYATUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6316,BOYERINE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6244,BOYUP BROOK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6338,BREMER BAY,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6255,BRIDGETOWN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6431,BROAD ARROW,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6430,BROADWOOD,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6398,BROKE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6306,BROOKTON,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6318,BROOMEHILL EAST,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6318,BROOMEHILL VILLAGE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6318,BROOMEHILL WEST,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6431,BROWN HILL,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6418,BRUCE ROCK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6225,BUCKINGHAM,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6429,BULLABULLING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6373,BULLARING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6484,BULLFINCH,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6317,BULLOCK HILLS,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6431,BULONG,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6306,BULYEE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6353,BUNICHE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6452,BURAMINYA,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6421,BURRACOPPIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6490,BURRAN ROCK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6443,CAIGUNA,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6260,CALLCUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6315,CANCANNING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6452,CAPE ARID,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6450,CAPE LE GRAND,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6225,CARDIFF,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6275,CARLOTTA,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6423,CARRABIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6317,CARROLUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6316,CARTMETICUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6450,CASCADE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6450,CASTLETOWN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6255,CATTERICK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6330,CENTENNIAL PARK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6450,CHADWICK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6490,CHANDLER,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6394,CHANGERUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6260,CHANNYBEARUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6395,CHERRY TREE POOL,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6328,CHEYNES,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6244,CHOWERUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6472,CLEARY,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6317,COBLININE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6443,COCKLEBIDDY,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6308,CODJATOTINE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6315,COLLANILLING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6225,COLLIE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6225,COLLIE BURN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6330,COLLINGWOOD HEIGHTS,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6330,COLLINGWOOD PARK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6260,COLLINS,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6311,COMMODINE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6450,CONDINGUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6311,CONTINE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6429,COOLGARDIE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6450,COOMALBIDGUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6426,CORINTHIA,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6375,CORRIGIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6440,COSMO NEWBERY,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6336,COWALELLUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6485,COWCOWING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6317,COYRECUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6420,CRAMPHORNE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6321,CRANBROOK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6390,CROSSMAN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6262,CROWEA,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6311,CUBALLING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6383,CUBBINE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6434,CUNDEELEE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6407,CUNDERDIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6275,CUNDINUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6330,CUTHBERT,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6410,DAADENNING CREEK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6304,DALE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6450,DALYUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6479,DANDANNING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6383,DANGIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6392,DARDADINE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6392,DARKAN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6275,DARRADUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6320,DARTNALL,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6317,DATATINE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6258,DEANMILL,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6324,DENBARKER,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6333,DENMARK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6258,DIAMOND TREE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6258,DINGUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6244,DINNINUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6258,DIXVALE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6315,DONGOLOCKING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6258,DONNELLY RIVER,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6383,DOODENANNING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6411,DOODLAKINE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6330,DROME,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6311,DRYANDRA,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6363,DUDININ,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6475,DUKIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6383,DULBELLING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6425,DULYALBIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6312,DUMBERNING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6350,DUMBLEYUNG,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6355,DUNN ROCK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6393,DURANILLIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6308,DWARDA,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6304,EAST BEVERLEY,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6450,EAST MUNGLINUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6275,EAST NANNUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6355,EAST NEWDEGATE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6308,EAST PINGELLY,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6309,EAST POPANYINNING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6370,EAST WICKEPIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6260,EASTBROOK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6490,ELABBIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6479,ELACHBUTTING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6330,ELLEKER,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6431,EMU FLAT,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6330,EMU POINT,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6484,ENNUIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6450,ESPERANCE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6443,EUCLA,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6317,EWLYAMARTUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6431,FEYSVILLE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6337,FITZGERALD,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6338,FITZGERALD RIVER NAT PK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6330,FLINDERS PARK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6302,FLINT,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6324,FOREST HILL,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6434,FORREST,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6359,FORRESTANIA,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6396,FRANKLAND RIVER,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6443,FRASER RANGE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6330,FRENCHMAN BAY,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6476,GABBIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6337,GAIRDNER,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6426,GHOOLI,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6448,GIBSON,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,872,GIBSON DESERT SOUTH,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6308,GILLIMANNING,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6330,GLEDHOW,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6316,GLENCOE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6256,GLENLYNN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6258,GLENORAN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6335,GNOWANGERUP,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6328,GNOWELLEN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6330,GOODE BEACH,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6415,GOOMARIN,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6375,GORGE ROCK,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6446,GRASS PATCH,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6328,GREEN RANGE,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6330,GREEN VALLEY,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
WA,6254,GREENBUSHES,O'Connor,Mr Rick Wilson MP,rick.wilson.mp@aph.gov.au,,,,,,,,,,,,,,
